Time from Start to Finish (seconds),Q1,Q2,Q3,Q4,Q5,Q6,Q7_Part_1,Q7_Part_2,Q7_Part_3,Q7_Part_4,Q7_Part_5,Q7_Part_6,Q7_Part_7,Q7_Part_8,Q7_Part_9,Q7_Part_10,Q7_Part_11,Q7_Part_12,Q7_OTHER,Q8
690,25-29,Man,India,Bachelor’s degree,Data Analyst,3-5 years,Python,,SQL,,,,,,,Bash,,,,Python
1081,25-29,Man,India,Master’s degree,Data Analyst,3-5 years,Python,,SQL,,,,,,,,,,,SQL
2907,25-29,Man,Pakistan,Master’s degree,Software Engineer,5-10 years,,,,,,,Javascript,,,,,,,Python
18159,45-49,Man,Thailand,I prefer not to answer,Data Scientist,1-2 years,Python,,,,,,,,,,,,,Python
642,22-24,Man,Taiwan,Master’s degree,Student,3-5 years,Python,,,C,,,,,,,,,,Python
1971,35-39,Man,United States of America,Master’s degree,Software Engineer,10-20 years,Python,,SQL,,,,,,,,,,Other,Python
40274,22-24,Man,Nigeria,Master’s degree,Data Scientist,1-2 years,Python,,,,,,,,,,,,,Python
408,30-34,Man,United States of America,Master’s degree,Statistician,3-5 years,,,,,,,,,,,,,Other,Python
1642,22-24,Man,India,Bachelor’s degree,Student,1-2 years,Python,,,,,,Javascript,,,,,,,Python
288,35-39,Man,United States of America,Bachelor’s degree,Business Analyst,1-2 years,Python,,SQL,,,,Javascript,,,,,,,SQL
660,18-21,Man,France,Master’s degree,Student,3-5 years,Python,,SQL,C,,Java,Javascript,,,,MATLAB,,,Python
242,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-2 years,,,,,C++,,,,,,,,,Python
640,35-39,Man,Germany,Doctoral degree,Research Scientist,5-10 years,Python,R,SQL,,,,,,,,,,,R
494,45-49,Man,United States of America,Bachelor’s degree,Product/Project Manager,20+ years,Python,,SQL,C,,,Javascript,,,Bash,,,,Python
685,18-21,Man,India,Bachelor’s degree,Student,< 1 years,Python,,,,,,,,,,,,,Python
593,35-39,Man,Japan,Bachelor’s degree,Other,3-5 years,Python,R,,,,,,,,,,,,R
691,22-24,Woman,India,Bachelor’s degree,Software Engineer,1-2 years,Python,,,,C++,Java,,,,,,,,Python
734,45-49,Man,Spain,Master’s degree,Product/Project Manager,< 1 years,Python,R,,,,,,,,,,,,Python
1146,25-29,Woman,Malaysia,Master’s degree,Currently not employed,< 1 years,Python,R,SQL,,C++,,,,,,MATLAB,,,Python
131,25-29,Man,Indonesia,Master’s degree,Student,1-2 years,Python,,,,,Java,,,,,,,Other,Python
668,25-29,Man,Poland,Master’s degree,Data Scientist,5-10 years,Python,,SQL,,,,,,,Bash,,,Other,Python
599,25-29,Man,"Iran, Islamic Republic of...",Master’s degree,Data Scientist,1-2 years,Python,,,,,,Javascript,,,,,,,Python
356,25-29,Man,Peru,Master’s degree,Data Analyst,< 1 years,Python,R,,,,,,,,,,,,Python
401,18-21,Man,India,Bachelor’s degree,Student,1-2 years,Python,,,C,C++,,,,,,,,,Python
142,25-29,Woman,India,Master’s degree,Software Engineer,5-10 years,Python,R,,,,,,,Swift,,,,,C
45,18-21,Woman,Mexico,,,,,,,,,,,,,,,,,
399,22-24,Man,India,Master’s degree,Currently not employed,10-20 years,Python,R,SQL,C,C++,,Javascript,,,,MATLAB,,,Python
114,25-29,Prefer not to say,Bangladesh,Bachelor’s degree,Machine Learning Engineer,3-5 years,Python,,,,C++,,,,,,,,,Python
394,25-29,Nonbinary,United States of America,Master’s degree,DBA/Database Engineer,5-10 years,Python,R,,,,,,,,,,,,Python
497,30-34,Man,United States of America,Bachelor’s degree,Other,< 1 years,Python,,,,,,Javascript,,,,,,,Python
39878,18-21,Man,Other,Bachelor’s degree,Student,< 1 years,,,SQL,,,,,,,,,,,Python
608,35-39,Woman,Other,Master’s degree,Student,5-10 years,Python,,SQL,C,C++,Java,Javascript,,,,,,,C
473,22-24,Man,Pakistan,Professional degree,Statistician,< 1 years,Python,R,SQL,,,,,,,,MATLAB,,,Python
1296,45-49,Man,Brazil,No formal education past high school,Data Analyst,10-20 years,Python,,SQL,,C++,,Javascript,,,,,,,Python
175,35-39,Man,Saudi Arabia,Bachelor’s degree,Software Engineer,I have never written code,,,,,,,,,,,,,,
1075,30-34,Man,Other,Doctoral degree,Student,1-2 years,Python,R,,,,,,Julia,,,MATLAB,,,Python
674,18-21,Man,Indonesia,Bachelor’s degree,Student,3-5 years,Python,,,C,,Java,,,,,,,,Python
379,18-21,Woman,India,Bachelor’s degree,Student,3-5 years,Python,,,C,C++,,Javascript,,,,,,,Python
387,18-21,Man,China,Bachelor’s degree,Student,1-2 years,Python,,,C,C++,,,,,,,,,C
704,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,< 1 years,Python,,,,C++,,,,,,,,,C++
1248,45-49,Man,Brazil,Master’s degree,Software Engineer,20+ years,Python,R,SQL,,C++,Java,Javascript,,,Bash,,,,R
656,22-24,Woman,Taiwan,Master’s degree,DBA/Database Engineer,3-5 years,Python,,SQL,,,,,,,,,,,C++
692,25-29,Woman,India,Bachelor’s degree,Other,< 1 years,,,,,,,,,,,,,Other,Python
51404,18-21,Man,India,Master’s degree,Student,3-5 years,Python,,,,,Java,,,,,,,,Python
214,18-21,Man,Turkey,Some college/university study without earning a bachelor’s degree,Student,3-5 years,Python,,,,,,,,,,,,Other,Python
522,25-29,Man,Other,Master’s degree,Student,1-2 years,Python,,,,,,,Julia,,,,,,Julia
539,25-29,Man,Singapore,Bachelor’s degree,Data Analyst,1-2 years,,R,,,,,,,,,,,,Python
496,35-39,Woman,India,Doctoral degree,Business Analyst,1-2 years,,R,,,,,,,,,,,Other,R
473,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,Python,R,,,,,,,,,,,,Python
875,30-34,Man,Mexico,Professional degree,Other,3-5 years,Python,,SQL,,,,Javascript,,,,,,,Python
921,35-39,Woman,France,Doctoral degree,Data Scientist,1-2 years,Python,,SQL,C,,Java,,,,,,,,Python
1207,18-21,Man,India,Master’s degree,Student,3-5 years,Python,,SQL,C,C++,Java,Javascript,,,,MATLAB,,,Python
33,22-24,Woman,Indonesia,,,,,,,,,,,,,,,,,
542,35-39,Man,Brazil,Master’s degree,Software Engineer,I have never written code,,,,,,,,,,,,,,
693,25-29,Prefer not to say,Singapore,Master’s degree,Other,1-2 years,Python,,SQL,,,,Javascript,,,,,,,Python
227,25-29,Man,Argentina,Bachelor’s degree,Student,1-2 years,Python,,,,,,,,,,,,Other,Python
117,18-21,Man,India,Bachelor’s degree,Student,3-5 years,Python,,,,C++,,,Julia,,,,,,R
451,18-21,Woman,India,Bachelor’s degree,Student,3-5 years,Python,,SQL,,C++,,,,,,,,,Python
552,40-44,Man,Germany,Doctoral degree,Software Engineer,20+ years,Python,,SQL,C,C++,,,,,Bash,,,,Python
540,50-54,Man,Germany,No formal education past high school,Other,10-20 years,,,,,,,Javascript,,,,,,Other,Python
664,25-29,Man,India,Bachelor’s degree,Data Scientist,3-5 years,Python,,SQL,C,C++,,Javascript,,,,,,,Python
781,25-29,Woman,Italy,Doctoral degree,Business Analyst,3-5 years,,R,,,,,,,,,,,,R
596,25-29,Man,Spain,Doctoral degree,Student,3-5 years,Python,,,,,,,,,,MATLAB,,,Python
719,40-44,Man,South Africa,Some college/university study without earning a bachelor’s degree,Currently not employed,3-5 years,Python,,SQL,,C++,Java,,,,,,,,Python
838,35-39,Woman,Kenya,Master’s degree,Business Analyst,I have never written code,,,,,,,,,,,,,,
149,22-24,Man,India,Master’s degree,Student,I have never written code,,,,,,,,,,,,,,
497,22-24,Man,India,Master’s degree,Student,< 1 years,Python,R,,,,,,,,,,,,Python
1205,25-29,Man,Viet Nam,Master’s degree,Data Scientist,< 1 years,Python,,SQL,,,,,,,,,,,Python
268,22-24,Man,United States of America,Master’s degree,Currently not employed,1-2 years,Python,,,,,,,,,,,,,Python
1556,45-49,Woman,Portugal,Doctoral degree,Research Scientist,20+ years,Python,,,,,Java,,,,,,,,Python
5030,22-24,Man,Nigeria,Bachelor’s degree,Machine Learning Engineer,< 1 years,Python,,,,,,,,,,,,,Python
530,30-34,Man,Chile,Doctoral degree,Other,< 1 years,Python,,,,,,,,,,,,Other,Python
782,25-29,Woman,Singapore,Bachelor’s degree,Currently not employed,3-5 years,Python,,,,,,,,,,,,,Python
577,22-24,Man,India,Master’s degree,Student,1-2 years,Python,,,,,,,,,,,,,Python
716,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,3-5 years,Python,R,SQL,C,C++,,,,,,,,Other,R
199,25-29,Man,Colombia,Master’s degree,Currently not employed,3-5 years,Python,,,,,,,,,,MATLAB,,,Python
1447,22-24,Woman,Other,Master’s degree,Software Engineer,3-5 years,Python,R,,C,,,Javascript,,,,MATLAB,,,Python
3282,30-34,Man,Argentina,Doctoral degree,Research Scientist,3-5 years,Python,,,,,,,,,,,,,Python
200,40-44,Man,South Korea,Bachelor’s degree,Software Engineer,10-20 years,Python,R,SQL,C,C++,Java,Javascript,,,Bash,,,,Python
204,30-34,Woman,United States of America,Master’s degree,Software Engineer,10-20 years,Python,,SQL,,,,Javascript,,,,,,,Python
618,22-24,Man,India,Bachelor’s degree,Software Engineer,1-2 years,Python,,,,,,,,,,,,,Python
990,22-24,Man,China,Master’s degree,Student,3-5 years,Python,,,,,,,,,,,,,Python
603,18-21,Man,Russia,Bachelor’s degree,Student,1-2 years,Python,,,,,,,,,,,,,Python
1161,45-49,Man,Brazil,Bachelor’s degree,Software Engineer,20+ years,Python,,SQL,,,,,,,Bash,,,,Python
456,25-29,Man,France,Master’s degree,Data Scientist,3-5 years,Python,,SQL,,C++,Java,Javascript,,,,,,,Python
191189,25-29,Woman,India,Master’s degree,Software Engineer,1-2 years,Python,,SQL,,,,Javascript,,,,,,Other,Python
434,35-39,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,< 1 years,,,,,,,,,,,,None,,Python
321,22-24,Man,India,Bachelor’s degree,Student,1-2 years,Python,,,,,,,,,,,,,Python
189,25-29,Man,India,Bachelor’s degree,Currently not employed,I have never written code,,,,,,,,,,,,,,
204,30-34,Nonbinary,Other,Master’s degree,Data Scientist,10-20 years,Python,,SQL,,,,,,,,,,,Python
38,22-24,Woman,Malaysia,,,,,,,,,,,,,,,,,
502,30-34,Man,United States of America,Master’s degree,Data Analyst,3-5 years,Python,,SQL,,,,,,,,,,,Python
1905,25-29,Man,Sweden,Master’s degree,Data Scientist,5-10 years,Python,R,SQL,,,,Javascript,,,,,,Other,Python
1409,40-44,Man,Other,Doctoral degree,Research Scientist,1-2 years,,,,C,C++,,,,,,,,,C++
840,35-39,Woman,India,Master’s degree,Business Analyst,5-10 years,Python,,SQL,,,,,,,,,,,Other
1211,18-21,Man,Nigeria,Some college/university study without earning a bachelor’s degree,Student,3-5 years,Python,,,,,,,,,,,,,Python
757,30-34,Man,Netherlands,Doctoral degree,Data Scientist,10-20 years,Python,,,,,,,,,,,,,Python
51,22-24,Woman,Turkey,,,,,,,,,,,,,,,,,
746,30-34,Man,Other,Bachelor’s degree,Currently not employed,1-2 years,Python,R,,,,,,,,,,,,Python
143,35-39,Man,Other,Bachelor’s degree,Data Engineer,3-5 years,Python,,SQL,,,,,,,Bash,,,,Python
301,18-21,Man,India,Bachelor’s degree,Data Analyst,3-5 years,Python,,SQL,C,,,,,,,,,,C
117,22-24,Woman,China,Bachelor’s degree,Currently not employed,1-2 years,Python,R,SQL,,C++,,,,,,,,,Python
392,30-34,Man,Netherlands,Master’s degree,Business Analyst,< 1 years,,,SQL,,,,,,,,,,,SQL
943,25-29,Man,France,Master’s degree,Data Scientist,3-5 years,Python,,SQL,,,,,,,Bash,,,,Python
529,22-24,Man,India,Bachelor’s degree,Currently not employed,< 1 years,Python,,SQL,,,Java,,,,,,,,Python
93,18-21,Woman,India,Bachelor’s degree,Student,3-5 years,,,,,,,,,,,,,,
874,35-39,Man,Peru,Master’s degree,Data Analyst,10-20 years,Python,R,SQL,,,,,,,,,,,SQL
1451,30-34,Man,Other,Some college/university study without earning a bachelor’s degree,Currently not employed,< 1 years,Python,,,,,,,,,,,,,Python
1660,18-21,Woman,Egypt,Bachelor’s degree,Student,3-5 years,Python,,,,C++,,,,,,MATLAB,,,Python
317,40-44,Man,United States of America,Master’s degree,Other,20+ years,,,,,,,,,,,,None,,Python
960,25-29,Man,India,Bachelor’s degree,Software Engineer,3-5 years,,,SQL,,,,Javascript,,,,,,,Python
786,30-34,Man,"Iran, Islamic Republic of...",Master’s degree,Other,I have never written code,,,,,,,,,,,,,,
1088,18-21,Man,India,Master’s degree,Student,< 1 years,Python,,,,,,,,,,,,,Python
541,50-54,Man,Australia,Master’s degree,Data Scientist,20+ years,,,,,,,,,,,,,Other,Python
482,35-39,Man,Poland,Master’s degree,Data Analyst,5-10 years,Python,,SQL,,,,,,,,,,,Python
905,25-29,Man,Thailand,Master’s degree,Data Engineer,1-2 years,Python,,SQL,,,,Javascript,,,,,,,Python
4738,30-34,Man,Chile,Professional degree,Research Scientist,1-2 years,Python,,,C,C++,,Javascript,,,Bash,,,,Python
634,18-21,Man,Indonesia,Bachelor’s degree,Data Scientist,1-2 years,Python,R,,,,,,,,,,,Other,Python
789,55-59,Woman,United States of America,Bachelor’s degree,Other,1-2 years,Python,R,SQL,,,,,,,,,,,R
481,40-44,Man,United States of America,Doctoral degree,Data Scientist,5-10 years,,R,,,,,,,,,,,,R
455,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years,Python,,SQL,C,,Java,Javascript,,,,,,,Python
712,30-34,Man,Ukraine,Master’s degree,Software Engineer,10-20 years,,R,SQL,,,Java,Javascript,,,,,,,Python
947,25-29,Man,Brazil,Master’s degree,Data Scientist,5-10 years,Python,,SQL,,,,,,,,,,,Python
456,30-34,Woman,United States of America,Doctoral degree,Data Scientist,10-20 years,Python,,SQL,,,,,,,,,,,SQL
376,22-24,Woman,United States of America,Master’s degree,Student,1-2 years,Python,,,C,,,,,,,,,,Python
81,18-21,Man,Pakistan,Bachelor’s degree,,,,,,,,,,,,,,,,
548,22-24,Man,Turkey,Bachelor’s degree,Data Scientist,3-5 years,Python,,,,C++,,,,,,,,,Python
5380,18-21,Man,United States of America,Some college/university study without earning a bachelor’s degree,Student,1-2 years,Python,R,SQL,,,,,,,,,,,Python
719,35-39,Man,India,Master’s degree,Software Engineer,10-20 years,Python,,SQL,,,,Javascript,,Swift,,,,Other,Python
1376,30-34,Woman,Russia,Master’s degree,Student,3-5 years,Python,,,,,,,,,,,,,Python
83,25-29,Man,India,Master’s degree,Data Scientist,I have never written code,,,,,,,,,,,,,,
1333,35-39,Man,India,Master’s degree,Data Scientist,5-10 years,Python,R,SQL,,,,,,,,,,,Python
897,30-34,Man,South Korea,,,,,,,,,,,,,,,,,
1871,40-44,Man,Japan,Master’s degree,Data Engineer,10-20 years,Python,,,C,,,,,,,,,,Python
495,18-21,Woman,India,Bachelor’s degree,Student,1-2 years,Python,,,C,,,,,,,,,,Python
433,30-34,Man,United Arab Emirates,Master’s degree,Data Scientist,5-10 years,Python,R,SQL,C,,,,,,,,,,Python
264,45-49,Man,Canada,Some college/university study without earning a bachelor’s degree,Software Engineer,10-20 years,,,,,,Java,Javascript,,,,,,Other,Other
472,25-29,Man,India,Doctoral degree,Data Scientist,< 1 years,Python,,,,,,,,,,,,,Python
1902,18-21,Man,India,Bachelor’s degree,Student,1-2 years,,,,,,Java,,,,,,,,Python
1109,60-69,Man,Japan,Bachelor’s degree,Currently not employed,10-20 years,Python,R,,,,,,,,,,,,R
194840,30-34,Man,Japan,Master’s degree,Research Scientist,1-2 years,Python,,,,,,,,,,,,,Python
98,55-59,Man,Other,Bachelor’s degree,,,,,,,,,,,,,,,,
6276,40-44,Man,France,Doctoral degree,Data Scientist,10-20 years,Python,,,,,,,,,,,,,Python
1099,25-29,Man,India,Professional degree,Data Scientist,< 1 years,Python,R,SQL,,,,,Julia,,,MATLAB,,,Python
301,30-34,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,I have never written code,,,,,,,,,,,,,,
38,18-21,Woman,United States of America,I prefer not to answer,,,,,,,,,,,,,,,,
747,40-44,Man,Other,Master’s degree,Data Engineer,10-20 years,,,SQL,,,,,,,,,,,Python
156280,40-44,Man,France,Master’s degree,Data Scientist,5-10 years,Python,,,,,,,,,,,,,Python
583,18-21,Man,India,Bachelor’s degree,Student,1-2 years,Python,,,C,,,,,,,,,,Python
469,22-24,Man,India,Master’s degree,Data Scientist,20+ years,Python,R,,C,,,,,,,MATLAB,,,SQL
362,18-21,Woman,India,Bachelor’s degree,Other,1-2 years,Python,,SQL,C,C++,Java,Javascript,,,,MATLAB,,,Python
914,25-29,Man,India,Bachelor’s degree,Data Scientist,5-10 years,Python,R,SQL,,,,,,,,,,,Python
477,25-29,Man,Other,Master’s degree,Data Scientist,3-5 years,Python,,SQL,,,,,,,,,,,Python
2553,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years,Python,,,C,,Java,,,,,,,,Python
745,30-34,Man,United States of America,Master’s degree,Data Scientist,5-10 years,Python,,SQL,,,,,,,Bash,,,,Python
501,60-69,Man,Other,Master’s degree,Data Analyst,< 1 years,Python,,,,,,,,,,,,,Python
309,18-21,Man,Nigeria,Bachelor’s degree,Student,< 1 years,Python,,,,,,,,,,,,,Python
2566,50-54,Man,United Arab Emirates,Master’s degree,Data Scientist,10-20 years,Python,,,,,,,,,,,,Other,Other
372,18-21,Man,Russia,Bachelor’s degree,Student,3-5 years,Python,,,,C++,,,,,,,,,Python
103,35-39,Man,United States of America,Master’s degree,Data Analyst,3-5 years,,,,,,,,,,,,,Other,Python
698,30-34,Woman,United States of America,Master’s degree,Data Scientist,5-10 years,Python,,SQL,,,,,,,,,,,Python
170778,22-24,Woman,Egypt,Bachelor’s degree,Machine Learning Engineer,3-5 years,Python,,,C,C++,,,,,,MATLAB,,,Python
277,30-34,Man,China,Bachelor’s degree,Currently not employed,I have never written code,,,,,,,,,,,,,,
358,25-29,Woman,Japan,Master’s degree,Student,3-5 years,Python,,,,,Java,,,,,,,,Python
541,60-69,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,10-20 years,Python,,SQL,,,,,,,,,,Other,Python
485,35-39,Man,Russia,Master’s degree,Data Analyst,3-5 years,Python,,,,,,,,,,,,,Python
68670,60-69,Man,United States of America,Master’s degree,Business Analyst,< 1 years,,,,,,,Javascript,,,,,,,Other
425,25-29,Man,India,Master’s degree,Data Scientist,1-2 years,Python,,,,,,,,,,,,,Python
87075,30-34,Man,Germany,Master’s degree,Data Analyst,3-5 years,Python,,SQL,,,,,,,,,,,Python
400,45-49,Man,Chile,Doctoral degree,Research Scientist,< 1 years,Python,R,,,,,,,,,,,,Java
575,55-59,Man,France,Doctoral degree,Research Scientist,10-20 years,Python,,,,,,,,,,MATLAB,,,Python
117,18-21,Man,India,Bachelor’s degree,Software Engineer,1-2 years,Python,,,C,C++,,,,,,,,,Python
1584,22-24,Man,China,Doctoral degree,Student,< 1 years,Python,,,,C++,,,,,,,,,Python
548,22-24,Man,Portugal,Master’s degree,Student,1-2 years,Python,,SQL,,,,,,,Bash,,,,Python
607,18-21,Man,India,Master’s degree,Student,3-5 years,Python,,,,,,,,,,,,,C++
4916,18-21,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Data Scientist,20+ years,,,,,,,,,,,,None,,Other
3834,55-59,Man,Japan,Bachelor’s degree,Other,1-2 years,Python,,,,,,,,,,,,,C
1092,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Software Engineer,< 1 years,Python,,,,C++,,,,,,,,,Python
670,30-34,Man,India,Bachelor’s degree,Software Engineer,5-10 years,,,,,,Java,,,,,,,,Python
961,45-49,Woman,Taiwan,Doctoral degree,Student,10-20 years,Python,,SQL,,,Java,,,,,,,Other,Python
233,60-69,Man,Netherlands,Master’s degree,Other,3-5 years,Python,,,,,,,,,,,,,Python
647,35-39,Man,Italy,Bachelor’s degree,Machine Learning Engineer,5-10 years,Python,,,,,,,,,,,,,Python
29,22-24,Woman,Other,,,,,,,,,,,,,,,,,
295,22-24,Man,Other,No formal education past high school,Software Engineer,1-2 years,,,SQL,C,,Java,Javascript,,,,,,,Python
507,30-34,Man,United States of America,Master’s degree,Other,5-10 years,Python,,,,,,Javascript,,,,,,,Python
1552,30-34,Man,Colombia,Master’s degree,Data Analyst,1-2 years,Python,R,SQL,,,,,,,,,,,SQL
661,30-34,Woman,United States of America,Master’s degree,Data Scientist,3-5 years,Python,,SQL,,,,,,,Bash,,,,Python
467,35-39,Man,United States of America,Master’s degree,Other,5-10 years,Python,,SQL,,,,Javascript,,,Bash,,,Other,Python
212,22-24,Man,Ghana,Master’s degree,Student,< 1 years,Python,,,,,,,,,,,,,Python
440,50-54,Man,Chile,Master’s degree,Currently not employed,1-2 years,,,,,,,,,,,,,Other,Python
570,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,5-10 years,Python,,,,,,,,,Bash,,,,Python
341,22-24,Man,China,Master’s degree,Machine Learning Engineer,< 1 years,Python,,,,,,,,,,,,,Python
383,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Student,< 1 years,Python,,,C,,,,,,,,,,Python
518,35-39,Man,Other,Master’s degree,Data Scientist,5-10 years,Python,R,,C,,,,,,,,,,Python
610,30-34,Man,Mexico,Master’s degree,Product/Project Manager,< 1 years,,R,,,,,,,,,,,,R
194,22-24,Man,Australia,Master’s degree,Student,1-2 years,Python,,,,,,,,,,,,,Python
5740,25-29,Man,India,Master’s degree,Business Analyst,1-2 years,Python,R,SQL,,,,,,,,,,,Python
3768,25-29,Man,Pakistan,Master’s degree,Data Scientist,1-2 years,Python,,,,,,,,,,MATLAB,,,Python
217,25-29,Woman,South Korea,Master’s degree,Currently not employed,I have never written code,,,,,,,,,,,,,,
399,22-24,Man,Belgium,Master’s degree,Other,3-5 years,Python,R,,,,,,,,,,,Other,Python
1359,30-34,Woman,United States of America,Bachelor’s degree,Business Analyst,3-5 years,Python,,SQL,,,,,,,,,,,Python
746,40-44,Man,Canada,Master’s degree,Data Scientist,< 1 years,Python,,SQL,,,,,,,,,,,Python
792,22-24,Man,Russia,Master’s degree,Machine Learning Engineer,1-2 years,Python,,,,,,,,,,,,,Python
563,40-44,Man,India,Master’s degree,Business Analyst,5-10 years,,,SQL,,,,,,,,,,Other,Python
173,18-21,Man,Turkey,Bachelor’s degree,Student,3-5 years,,,SQL,,,,Javascript,,,,MATLAB,,,SQL
538,35-39,Woman,Canada,Bachelor’s degree,Currently not employed,3-5 years,Python,,SQL,,,,,,,,,,Other,Python
814123,45-49,Woman,India,Bachelor’s degree,Other,10-20 years,Python,,,,,,,,,,,,,Python
854,30-34,Man,United States of America,Doctoral degree,Research Scientist,10-20 years,Python,,,,C++,,,,,,MATLAB,,,Python
474,50-54,Man,Italy,Doctoral degree,Research Scientist,10-20 years,Python,,,,,,,,,,,,Other,Python
109,40-44,Man,Singapore,I prefer not to answer,Currently not employed,I have never written code,,,,,,,,,,,,,,
1346,40-44,Man,Brazil,Master’s degree,Statistician,20+ years,Python,R,,,,,,,,,,,Other,Python
1066,35-39,Man,Russia,Some college/university study without earning a bachelor’s degree,Data Scientist,3-5 years,Python,,SQL,,,,,,,,,,Other,Python
656,22-24,Man,India,Bachelor’s degree,Other,1-2 years,Python,,,,,,Javascript,,,,,,,Python
3522,30-34,Man,Sri Lanka,Master’s degree,Other,< 1 years,Python,R,,,,,,,,,,,,Python
822,22-24,Woman,Republic of Korea,Master’s degree,Student,3-5 years,Python,R,SQL,,,,,,,,,,,Python
487,30-34,Man,Spain,Master’s degree,Data Scientist,10-20 years,Python,R,SQL,C,C++,,,,,Bash,,,,Python
624,35-39,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,1-2 years,Python,R,SQL,,,,,,,,,,,R
1330,25-29,Man,India,Bachelor’s degree,Software Engineer,5-10 years,Python,,SQL,,,,,,,Bash,,,,Python
122,35-39,Man,Nigeria,Doctoral degree,Research Scientist,10-20 years,Python,,,,,,,,,,,,,
723,55-59,Man,United States of America,Doctoral degree,Currently not employed,10-20 years,Python,R,,,,,Javascript,,,,,,,Python
650,18-21,Man,India,Bachelor’s degree,Student,3-5 years,Python,,,C,C++,,,,,,,,,Python
478,25-29,Woman,India,Bachelor’s degree,Currently not employed,1-2 years,Python,,,,,,,,,,,,,Python
674,40-44,Man,Japan,Bachelor’s degree,Product/Project Manager,5-10 years,Python,,,,,,,,,Bash,,,,Python
163923,22-24,Woman,Other,Some college/university study without earning a bachelor’s degree,Software Engineer,< 1 years,,,,,,,,,,,,,Other,C++
1123,35-39,Woman,Germany,Some college/university study without earning a bachelor’s degree,Software Engineer,10-20 years,,,SQL,,,,Javascript,,,Bash,,,Other,Python
605,30-34,Man,United Arab Emirates,Master’s degree,Data Scientist,5-10 years,Python,,SQL,,,,,,,Bash,,,,SQL
10427,18-21,Man,India,Bachelor’s degree,Student,3-5 years,Python,,,,C++,,,,,,,,,Python
231043,35-39,Woman,Ireland,Master’s degree,Student,1-2 years,Python,,SQL,C,,Java,Javascript,,,,,,,Python
397,22-24,Man,Spain,Master’s degree,Student,I have never written code,,,,,,,,,,,,,,
1593,45-49,Man,India,Master’s degree,DBA/Database Engineer,10-20 years,Python,,,C,,,,,,Bash,,,,Python
681,22-24,Woman,Bangladesh,Master’s degree,Currently not employed,3-5 years,,,,C,,,,,,,,,,Python
876,22-24,Man,India,Bachelor’s degree,Data Scientist,5-10 years,Python,R,SQL,C,C++,,,,,Bash,,,,Python
607,18-21,Man,India,Bachelor’s degree,Student,1-2 years,Python,,,,C++,,,,,,MATLAB,,,Python
24,25-29,Man,Belarus,,,,,,,,,,,,,,,,,
97,25-29,Man,Ireland,Master’s degree,Product/Project Manager,I have never written code,,,,,,,,,,,,,,
354,22-24,Man,India,Master’s degree,Student,< 1 years,Python,,,,,Java,,,,,,,,Python
143,30-34,Woman,France,Master’s degree,Business Analyst,1-2 years,Python,,SQL,,,Java,,,,,,,,Python
529,25-29,Man,Germany,Master’s degree,Other,1-2 years,Python,,,,,,,,,,,,,Python
190,35-39,Man,India,Master’s degree,Data Engineer,10-20 years,,,SQL,,,,,,,,,,,Python
695,25-29,Man,Nepal,Master’s degree,Data Analyst,< 1 years,Python,R,SQL,,,,Javascript,,,,MATLAB,,,Python
1254,50-54,Man,France,Master’s degree,Research Scientist,20+ years,Python,,,,,,,,,,,,,Python
601,30-34,Man,United States of America,Master’s degree,Data Scientist,1-2 years,Python,R,SQL,,,,,,,,,,,R
918,55-59,Man,United States of America,Master’s degree,Machine Learning Engineer,20+ years,,R,SQL,,,,,,,Bash,,,,R
351,18-21,Woman,India,Bachelor’s degree,Student,1-2 years,Python,,SQL,C,C++,,,,,,MATLAB,,,Python
14172,18-21,Woman,Sri Lanka,No formal education past high school,Student,1-2 years,Python,,,C,C++,Java,,,,,,,,Python
425,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Research Scientist,10-20 years,Python,,,,,,,,,,,,,Python
443,18-21,Man,India,Bachelor’s degree,Software Engineer,5-10 years,Python,,SQL,C,C++,,Javascript,,,,,,,C
598,18-21,Man,Taiwan,Bachelor’s degree,Student,1-2 years,Python,,SQL,C,,,,,,,,,,Python
327,60-69,Man,Italy,Professional degree,Product/Project Manager,20+ years,Python,,SQL,,,,,,,,,,Other,Other
614,22-24,Man,India,Bachelor’s degree,Software Engineer,3-5 years,Python,,SQL,C,C++,,,,,,,,,Python
142,25-29,Man,Egypt,Master’s degree,Data Scientist,1-2 years,Python,,SQL,,C++,,,,,,,,Other,Python
